ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
529,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,2,100000,2,Tidak,"Pasir vulkanik, Artefak kuno","Banyak bonus pemandangan, Jalur berpasir vulkanik, Jalur licin saat hujan","Pos pendakian lengkap, Area parkir, Penyewaan alat camping",Membutuhkan kendaraan pribadi,Savana,Musim Semi,3.8
530,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,100000,0,Tidak,"Pemandangan kota dari ketinggian, Puncak ikonik",Melintasi padang edelweis,"Area parkir, Pos pendakian lengkap","Akses sulit, perlu off-road",Savana,Musim Semi,2.8
531,Kawi,Malang,2551,Sedang,Tidak,1,600000,2,Tergantung Musim,Budaya lokal kental,Melintasi jalur rel kereta api tua,"Jasa porter, Penyewaan alat camping",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Kemarau Awal,3.8
532,Baluran,Situbondo,1247,Mudah,Ya,2,300000,2,Tidak,"Air terjun alami, Matahari terbit, Puncak kembar","Melintasi padang edelweis, Beberapa tanjakan curam","Petugas siaga, Penginapan sederhana",Membutuhkan kendaraan pribadi,Pemandangan danau,Kemarau,3.8
533,Berungkal,Lumajang,1040,Mudah,Ya,2,300000,1,Tidak,Hutan lebat,"Jalur berpasir vulkanik, Jalur panjang dan melelahkan, Medan terbuka tanpa naungan","Warung, Shelter","Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,3.1
534,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,1,300000,1,Tidak,Adat istiadat unik,"Melewati sungai kecil, Jalur berpasir vulkanik","Basecamp dasar, Toilet, Mushola",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Kemarau,4.1
535,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,300000,1,Tidak,"Puncak tertinggi, Banyak air terjun kecil, Danau kawah","Melintasi jalur rel kereta api tua, Jalur aman dan terpelihara, Area padang rumput","Mushola, Toilet",Dekat jalan raya utama,Pemandangan laut,Hindari Musim Hujan,5.0
536,Argoyayang,Jombang; Malang,2162,Sedang,Ya,2,300000,2,Tidak,"Jalur alternatif, Kawah vulkanik, Puncak ikonik","Melintasi padang edelweis, Jalur berlumpur, Mendaki punggungan bukit","Basecamp dasar, Pusat informasi, Sumber air",Dekat jalan raya utama,Hutan hijau lebat,Musim Kemarau Awal,3.5
537,Panderman,Batu,2045,Mudah,Ya,1,300000,1,Tidak,Savana hijau,"Tanjakan terjal, Hutan lebat dan lembab, Jalur landai",Penginapan sederhana,Dekat jalan raya utama,Pemandangan kawah,Sepanjang Tahun,4.3
538,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,100000,0,Tidak,"Desa adat, Air terjun tersembunyi",Jalur curam di beberapa titik,Area parkir,Membutuhkan kendaraan pribadi,Pemandangan danau,Sepanjang Tahun,2.6
539,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,100000,0,Tidak,Banyak air terjun kecil,Variasi medan dataran rendah,"Jasa porter, Pusat informasi",Membutuhkan ojek lokal,Pemandangan perkebunan,Sepanjang Tahun,3.1
540,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,4,600000,6,Ya,"Air terjun tersembunyi, Puncak ikonik","Jalur landai, Melewati sungai kecil",Penyewaan alat camping,Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Hindari Musim Hujan,3.6
541,Ijen,Banyuwangi,2386,Mudah,Ya,1,300000,1,Tidak,Ranu Kumbolo,Hutan lebat dan lembab,Warung,"Akses sulit, perlu off-road",Sunset view,Musim Kemarau Awal,5.0
542,Arjuno,Malang,3339,Sulit,Tidak,2,600000,5,Tergantung Musim,"Kawah aktif, City lights","Mendaki punggungan bukit, Jalur aman dan terpelihara","Penginapan sederhana, Basecamp dasar",Dekat jalan raya utama,Pemandangan kawah,Kemarau,4.7
543,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,200000,2,Tidak,"Air terjun alami, Danau alami","Banyak bonus pemandangan, Jalur landai","Petugas siaga, Basecamp dasar",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Kemarau Awal,3.4
544,Kawi,Malang,2551,Sulit,Tidak,4,1200000,6,Tergantung Musim,Puncak kembar,"Beberapa tanjakan curam, Variasi medan dataran rendah, Medan berbatu","Pusat informasi, Toilet, Jasa porter",Jalur pedesaan yang sempit,Savana,Hindari Musim Hujan,4.1
545,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,900000,6,Tergantung Musim,Air terjun tersembunyi,"Beberapa tanjakan curam, Hutan lebat dan lembab, Jalur aman dan terpelihara","Mushola, Basecamp dasar",Jalur pedesaan yang sempit,Savana,Musim Semi,5.0
546,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,1200000,4,Tergantung Musim,Jalur utama,"Jalur aman dan terpelihara, Hutan lebat dan lembab, Jalur berlumpur","Area parkir, Basecamp dasar",Dekat jalan raya utama,Pemandangan laut,Musim Semi,4.2
547,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,3,1200000,4,Ya,"Banyak air terjun kecil, Jalur menantang, Ranu Kumbolo","Medan terbuka tanpa naungan, Banyak bonus pemandangan",Pos pendakian lengkap,Membutuhkan ojek lokal,Sunset view,Musim Kemarau Awal,4.7
548,Panderman,Batu,2045,Sedang,Ya,2,450000,4,Tidak,"Adat istiadat unik, Pemandangan kawah, Panorama kota","Jalur curam di beberapa titik, Trek berbatu, Jalur berpasir vulkanik",Area parkir,Membutuhkan ojek lokal,Pemandangan danau,Musim Semi,4.0
549,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,300000,1,Tidak,"Peninggalan sejarah, Kawah vulkanik, Spot sunrise terbaik","Tanjakan terjal, Trek berbatu","Pusat informasi, Area parkir, Mushola",Membutuhkan ojek lokal,Pemandangan kota,Kemarau,2.4
550,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,1200000,4,Tergantung Musim,"Lautan pasir, Danau kawah",Jalur berpasir vulkanik,"Warung, Pusat informasi",Membutuhkan ojek lokal,Pemandangan kawah,Kemarau,4.2
551,Berungkal,Lumajang,1040,Mudah,Ya,2,100000,0,Tidak,"Adat istiadat unik, Danau indah","Hutan lebat dan lembab, Area padang rumput","Warung, Mushola",Jalur pedesaan yang sempit,Pemandangan laut,Sepanjang Tahun,3.1
552,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,200000,2,Tidak,"Jalur alternatif, Puncak tertinggi","Banyak bonus pemandangan, Jalur licin saat hujan","Warung, Shelter, Pos pendakian lengkap",Jalur pedesaan yang sempit,Pemandangan kota,Hindari Musim Hujan,3.3
553,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Tidak,2,450000,2,Tergantung Musim,Jalur alternatif,"Melintasi jalur rel kereta api tua, Jalur curam di beberapa titik, Jalur landai","Pusat informasi, Area parkir",Membutuhkan ojek lokal,Pemandangan danau,Sepanjang Tahun,4.7
554,Lawu,Magetan,3265,Sulit,Tidak,3,600000,6,Ya,"Adat istiadat unik, Air terjun tersembunyi","Melintasi jalur rel kereta api tua, Area padang rumput, Jalur aman dan terpelihara",Toilet,Dekat jalan raya utama,Pemandangan kota,Musim Semi,4.8
555,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,4,900000,6,Ya,"Banyak air terjun kecil, Budaya lokal kental, Jalur populer","Mendaki punggungan bukit, Area padang rumput","Shelter, Warung",Membutuhkan kendaraan pribadi,Pemandangan kawah,Hindari Musim Hujan,3.4
556,Butak,Malang; Blitar,2868,Sulit,Tidak,3,1200000,5,Ya,Panorama kota,"Jalur panjang dan melelahkan, Melintasi jalur rel kereta api tua","Jasa porter, Basecamp dasar",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Sepanjang Tahun,3.3
557,Panderman,Batu,2045,Mudah,Ya,2,100000,0,Tidak,"Kawah aktif, Hamparan savana",Jalur aman dan terpelihara,"Petugas siaga, Area camping",Membutuhkan ojek lokal,Pemandangan perkebunan,Hindari Musim Hujan,3.8
558,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,200000,2,Tidak,"Danau kawah, Kawah belerang, City lights","Trek berbatu, Medan terbuka tanpa naungan","Shelter, Jasa porter","Akses sulit, perlu off-road",Pemandangan perkebunan,Kemarau,2.3
559,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,2,300000,3,Tergantung Musim,"Lautan pasir, Puncak kembar","Melewati sungai kecil, Melintasi padang edelweis, Mendaki punggungan bukit",Area parkir,"Akses sulit, perlu off-road",Savana,Hindari Musim Hujan,5.0
560,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,2,200000,1,Tidak,"Pemandangan sunrise, Jalur populer",Jalur licin saat hujan,"Pusat informasi, Area camping",Membutuhkan kendaraan pribadi,Pemandangan danau,Sepanjang Tahun,4.6
561,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,3,450000,4,Tergantung Musim,Banyak air terjun kecil,"Area padang rumput, Mendaki punggungan bukit, Jalur aman dan terpelihara","Penginapan sederhana, Jasa porter",Membutuhkan kendaraan pribadi,Savana,Musim Semi,4.0
562,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,200000,1,Tidak,Spot sunrise terbaik,"Jalur landai, Jalur berpasir vulkanik, Medan terbuka tanpa naungan","Penyewaan alat camping, Shelter, Mushola",Jalur pedesaan yang sempit,Pemandangan perkebunan,Musim Semi,3.4
563,Lawu,Magetan,3265,Sulit,Tidak,3,900000,6,Tergantung Musim,"Hutan lebat, Danau alami, Air terjun tersembunyi","Mendaki punggungan bukit, Area padang rumput, Jalur aman dan terpelihara","Area camping, Toilet, Sumber air",Jalur pedesaan yang sempit,Hutan hijau lebat,Kemarau,4.9
564,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,4,1200000,5,Ya,"Savana hijau, View matahari terbit, Danau kawah","Jalur landai, Jalur berpasir vulkanik","Area camping, Petugas siaga, Mushola",Mudah dijangkau kendaraan umum,Sunset view,Musim Kemarau Awal,2.8
565,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,200000,1,Tidak,Hutan pinus,"Jalur berpasir vulkanik, Melintasi jalur rel kereta api tua, Jalur berlumpur","Mushola, Pos pendakian lengkap",Membutuhkan ojek lokal,Hutan hijau lebat,Musim Semi,2.8
566,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,2,450000,4,Tergantung Musim,"Bukit savana, Gurun pasir","Variasi medan dataran rendah, Mendaki punggungan bukit","Pos pendakian lengkap, Area camping",Membutuhkan kendaraan pribadi,Pemandangan laut,Kemarau,3.3
567,Lawu,Magetan,3265,Sulit,Tidak,4,600000,5,Ya,"Lautan pasir, Padang savana luas, Puncak tertinggi",Hutan lebat dan lembab,"Pusat informasi, Shelter, Mushola",Dekat jalan raya utama,Hutan hijau lebat,Sepanjang Tahun,4.2
568,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,300000,1,Tidak,"Hutan lebat, Desa adat","Variasi medan dataran rendah, Banyak bonus pemandangan, Jalur berlumpur","Basecamp dasar, Area camping, Jasa porter",Jalur pedesaan yang sempit,Hutan hijau lebat,Hindari Musim Hujan,3.7
569,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,1200000,4,Ya,Panorama kota,"Variasi medan dataran rendah, Jalur berlumpur","Jasa porter, Pusat informasi",Membutuhkan ojek lokal,Savana,Kemarau,3.0
570,Berungkal,Lumajang,1040,Mudah,Ya,2,200000,1,Tidak,Banyak air terjun kecil,"Banyak bonus pemandangan, Jalur aman dan terpelihara","Warung, Toilet",Dekat jalan raya utama,Savana,Kemarau,2.5
571,Panderman,Batu,2045,Sedang,Tidak,2,450000,4,Tidak,Pemandangan kota dari ketinggian,Jalur curam di beberapa titik,"Pusat informasi, Sumber air",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Sepanjang Tahun,3.7
572,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,2,300000,4,Tergantung Musim,"Situs purbakala, Flora dan fauna unik, Pemandangan kota dari ketinggian","Jalur berlumpur, Jalur curam di beberapa titik","Mushola, Basecamp dasar, Toilet",Jalur pedesaan yang sempit,Pemandangan perkebunan,Hindari Musim Hujan,3.7
573,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,200000,2,Tidak,"Kawah vulkanik, Candi kuno, Hutan lebat",Banyak bonus pemandangan,"Pos pendakian lengkap, Sumber air, Jasa porter",Dekat jalan raya utama,Pemandangan pegunungan,Musim Kemarau Awal,3.2
574,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,600000,6,Tergantung Musim,Flora dan fauna unik,Variasi medan dataran rendah,"Area parkir, Petugas siaga",Dekat jalan raya utama,Pemandangan kota,Musim Kemarau Awal,4.4
575,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,600000,4,Tergantung Musim,"Matahari terbit, Air terjun tersembunyi, Savana hijau","Melewati sungai kecil, Variasi medan dataran rendah",Warung,Dekat jalan raya utama,Pemandangan perkebunan,Sepanjang Tahun,4.2
576,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,900000,5,Ya,"Kawah belerang, View matahari terbit, Gurun pasir",Melewati sungai kecil,Penginapan sederhana,Dekat jalan raya utama,Pemandangan kawah,Musim Kemarau Awal,4.2
577,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,2,600000,3,Tidak,"Situs purbakala, Kawah vulkanik, Hamparan savana",Variasi medan dataran rendah,"Area camping, Shelter",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Kemarau,3.9
578,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,900000,6,Ya,"Hutan hujan tropis, Air terjun tersembunyi, Budaya lokal kental","Melintasi jalur rel kereta api tua, Melewati sungai kecil, Jalur landai",Penginapan sederhana,Membutuhkan ojek lokal,Pemandangan kawah,Musim Semi,4.3
579,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Ya,1,600000,2,Tidak,"Savana hijau, Pemandangan sunrise",Variasi medan dataran rendah,"Petugas siaga, Area parkir",Mudah dijangkau kendaraan umum,Sunset view,Musim Kemarau Awal,3.2
580,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,900000,6,Ya,"Air terjun tersembunyi, Jalur alternatif, Lautan pasir",Trek berbatu,"Jasa porter, Sumber air, Toilet","Akses sulit, perlu off-road",Pemandangan laut,Hindari Musim Hujan,4.7
581,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,600000,5,Ya,"Matahari terbit, Flora dan fauna unik",Melewati sungai kecil,"Sumber air, Jasa porter","Akses sulit, perlu off-road",Pemandangan laut,Sepanjang Tahun,3.8
582,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,900000,4,Tergantung Musim,"Air terjun tersembunyi, Puncak ikonik, Kawah aktif","Jalur panjang dan melelahkan, Jalur aman dan terpelihara, Medan terbuka tanpa naungan",Basecamp dasar,Membutuhkan kendaraan pribadi,Pemandangan danau,Kemarau,5.0
583,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,300000,0,Tidak,"Spot sunrise terbaik, Puncak kembar, Air terjun alami",Jalur curam di beberapa titik,"Mushola, Area camping, Warung",Dekat jalan raya utama,Hutan hijau lebat,Sepanjang Tahun,2.2
584,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,300000,0,Tidak,Padang savana luas,Mendaki punggungan bukit,"Petugas siaga, Basecamp dasar",Dekat jalan raya utama,Pemandangan laut,Hindari Musim Hujan,2.6
585,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,1,450000,2,Tidak,City lights,"Tanjakan terjal, Melintasi jalur rel kereta api tua, Jalur panjang dan melelahkan","Penyewaan alat camping, Toilet, Petugas siaga",Dekat jalan raya utama,Pemandangan pegunungan,Musim Semi,3.8
586,Blorobrubuh,Mojokerto,2282,Sedang,Tidak,1,450000,3,Tidak,"Hutan hujan tropis, Kawah belerang","Medan terbuka tanpa naungan, Tanjakan terjal","Shelter, Area camping",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Kemarau,3.3
587,Baluran,Situbondo,1247,Mudah,Ya,1,200000,1,Tidak,Lautan pasir,Jalur licin saat hujan,"Sumber air, Penyewaan alat camping, Toilet",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Sepanjang Tahun,3.6
588,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,600000,4,Ya,Panorama kota,"Melewati sungai kecil, Banyak bonus pemandangan","Pos pendakian lengkap, Basecamp dasar, Area camping",Dekat jalan raya utama,Pemandangan perkebunan,Musim Kemarau Awal,3.8
589,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,3,900000,4,Tergantung Musim,"Budaya lokal kental, Jalur populer, Air terjun alami","Beberapa tanjakan curam, Jalur licin saat hujan","Area camping, Penginapan sederhana, Pusat informasi","Akses sulit, perlu off-road",Pemandangan kota,Hindari Musim Hujan,4.8
590,Berungkal,Lumajang,1040,Mudah,Ya,1,100000,0,Tidak,"Flora dan fauna unik, Air terjun tersembunyi","Medan berbatu, Banyak bonus pemandangan, Trek berbatu","Petugas siaga, Mushola, Penyewaan alat camping",Membutuhkan ojek lokal,Pemandangan kota,Sepanjang Tahun,3.2
591,Ijen,Banyuwangi,2386,Mudah,Ya,1,200000,0,Tidak,Puncak ikonik,Jalur curam di beberapa titik,"Basecamp dasar, Shelter",Dekat jalan raya utama,Pemandangan kota,Sepanjang Tahun,4.2
592,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,3,450000,3,Tidak,"City lights, Danau indah","Medan berbatu, Melintasi padang edelweis, Variasi medan dataran rendah","Pusat informasi, Shelter, Petugas siaga",Dekat jalan raya utama,Pemandangan pegunungan,Musim Kemarau Awal,4.3
593,Suket,Bondowoso; Banyuwangi,2950,Sedang,Tidak,2,450000,4,Tidak,"Ranu Kumbolo, Budaya lokal kental, Puncak ikonik",Tangga alami,"Penginapan sederhana, Petugas siaga, Pusat informasi",Mudah dijangkau kendaraan umum,Sunset view,Musim Kemarau Awal,3.5
594,Butak,Malang; Blitar,2868,Sedang,Tidak,1,450000,3,Tidak,"Adat istiadat unik, Pemandangan sunrise, Kawah vulkanik","Trek berbatu, Jalur licin saat hujan",Petugas siaga,Membutuhkan ojek lokal,Pemandangan kawah,Hindari Musim Hujan,3.2
595,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,4,1200000,5,Ya,"Danau indah, Lautan pasir",Beberapa tanjakan curam,"Penyewaan alat camping, Basecamp dasar","Akses sulit, perlu off-road",Pemandangan danau,Hindari Musim Hujan,4.7
596,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,1200000,6,Ya,Panorama kota,"Jalur aman dan terpelihara, Melewati sungai kecil, Hutan lebat dan lembab","Penyewaan alat camping, Jasa porter",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Musim Kemarau Awal,4.4
597,Liman,Ponorogo; Nganjuk,2563,Sedang,Ya,3,450000,3,Tergantung Musim,"Pemandangan kota dari ketinggian, Jalur populer, Kawah vulkanik",Trek berbatu,"Toilet, Mushola",Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,3.8
598,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,900000,5,Tergantung Musim,"Savana hijau, Danau alami, Budaya lokal kental","Jalur curam di beberapa titik, Jalur berpasir vulkanik","Petugas siaga, Penyewaan alat camping, Mushola",Dekat jalan raya utama,Sunset view,Sepanjang Tahun,3.2
599,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,300000,1,Tidak,View matahari terbit,"Mendaki punggungan bukit, Jalur licin saat hujan","Area parkir, Sumber air",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Sepanjang Tahun,2.4
600,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,100000,0,Tidak,Danau indah,"Jalur berlumpur, Tanjakan terjal, Jalur landai","Pos pendakian lengkap, Basecamp dasar",Mudah dijangkau kendaraan umum,Pemandangan laut,Musim Semi,2.8
601,Baluran,Situbondo,1247,Mudah,Ya,1,300000,0,Tidak,"Savana hijau, Gurun pasir",Melintasi padang edelweis,Area camping,Membutuhkan ojek lokal,Pemandangan pegunungan,Kemarau,3.4
602,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,600000,4,Tergantung Musim,"City lights, Pemandangan sunrise, Pasir vulkanik","Melintasi padang edelweis, Jalur panjang dan melelahkan","Basecamp dasar, Penyewaan alat camping, Mushola",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Hindari Musim Hujan,3.8
603,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,900000,5,Ya,Budaya lokal kental,"Jalur berlumpur, Area padang rumput","Warung, Toilet",Membutuhkan ojek lokal,Pemandangan kota,Musim Kemarau Awal,4.8
604,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,1,450000,3,Tergantung Musim,Lautan pasir,"Jalur panjang dan melelahkan, Tanjakan terjal",Warung,"Akses sulit, perlu off-road",Pemandangan perkebunan,Musim Semi,3.7
605,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,900000,4,Tergantung Musim,Desa adat,"Trek berbatu, Melintasi jalur rel kereta api tua",Warung,Dekat jalan raya utama,Pemandangan kota,Hindari Musim Hujan,3.9
606,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,1200000,6,Ya,"Kawah aktif, Jalur alternatif","Jalur licin saat hujan, Jalur berpasir vulkanik","Warung, Shelter, Penginapan sederhana",Dekat jalan raya utama,Pemandangan perkebunan,Musim Kemarau Awal,4.9
607,Butak,Malang; Blitar,2868,Sulit,Tidak,3,600000,6,Tergantung Musim,Pemandangan kota dari ketinggian,"Melintasi jalur rel kereta api tua, Hutan lebat dan lembab","Pusat informasi, Pos pendakian lengkap",Membutuhkan ojek lokal,Hutan hijau lebat,Sepanjang Tahun,3.4
608,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,1,300000,2,Tergantung Musim,"Banyak air terjun kecil, Puncak ikonik",Trek berbatu,"Pusat informasi, Basecamp dasar","Akses sulit, perlu off-road",Savana,Kemarau,4.6
609,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,2,100000,1,Tidak,Banyak air terjun kecil,"Jalur aman dan terpelihara, Melintasi padang edelweis, Jalur berpasir vulkanik",Penyewaan alat camping,Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Kemarau Awal,5.0
610,Baluran,Situbondo,1247,Mudah,Ya,2,100000,2,Tidak,Air terjun alami,"Melintasi padang edelweis, Area padang rumput","Warung, Penginapan sederhana","Akses sulit, perlu off-road",Pemandangan laut,Kemarau,3.3
611,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,900000,5,Ya,"Jalur populer, Kawah vulkanik, Hutan hujan tropis","Medan berbatu, Melewati sungai kecil, Melintasi jalur rel kereta api tua",Pos pendakian lengkap,Mudah dijangkau kendaraan umum,Savana,Musim Semi,5.0
612,Argoyayang,Jombang; Malang,2162,Mudah,Ya,2,100000,2,Tidak,Peninggalan sejarah,Mendaki punggungan bukit,Jasa porter,Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Musim Kemarau Awal,2.5
613,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,1200000,4,Ya,"Situs purbakala, View matahari terbit, Padang savana luas","Jalur aman dan terpelihara, Jalur panjang dan melelahkan, Melintasi jalur rel kereta api tua",Penyewaan alat camping,Membutuhkan ojek lokal,Pemandangan pegunungan,Kemarau,5.0
614,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,3,600000,4,Tergantung Musim,Pemandangan kota dari ketinggian,"Banyak bonus pemandangan, Medan berbatu","Warung, Sumber air, Pos pendakian lengkap",Dekat jalan raya utama,Pemandangan kawah,Kemarau,3.3
615,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,2,300000,1,Tidak,"Air terjun alami, Adat istiadat unik, Pasir vulkanik","Trek berbatu, Mendaki punggungan bukit",Sumber air,Membutuhkan ojek lokal,Pemandangan danau,Hindari Musim Hujan,3.4
