ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
2054,Butak,Malang; Blitar,2868,Sulit,Tidak,2,750000,4,Tergantung Musim,Hutan hujan tropis,"Melintasi jalur rel kereta api tua, Medan terbuka tanpa naungan, Mendaki punggungan bukit",Area parkir,"Akses sulit, perlu off-road",Pemandangan laut,Musim Kemarau Awal,4.1
2055,Kawi,Malang,2551,Sulit,Tidak,2,600000,3,Ya,Jalur alternatif,"Jalur berpasir vulkanik, Medan berbatu, Trek berbatu","Area parkir, Toilet","Akses sulit, perlu off-road",Pemandangan laut,Musim Semi,4.2
2056,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Ya,2,450000,3,Tidak,"Jalur populer, Puncak kembar","Tanjakan terjal, Mendaki punggungan bukit, Jalur panjang dan melelahkan",Sumber air,"Akses sulit, perlu off-road",Pemandangan perkebunan,Hindari Musim Hujan,3.8
2057,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,750000,4,Tergantung Musim,Gurun pasir,Tangga alami,"Area parkir, Sumber air, Area camping","Akses sulit, perlu off-road",Sunset view,Hindari Musim Hujan,3.6
2058,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,2,300000,3,Tidak,"Spot sunrise terbaik, Puncak kembar","Variasi medan dataran rendah, Tangga alami, Jalur curam di beberapa titik",Area parkir,Mudah dijangkau kendaraan umum,Savana,Sepanjang Tahun,3.7
2059,Arjuno,Malang,3339,Sulit,Tidak,2,400000,5,Ya,Danau indah,Banyak bonus pemandangan,"Mushola, Area parkir",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Sepanjang Tahun,4.1
2060,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,250000,3,Tidak,"Gurun pasir, City lights","Jalur aman dan terpelihara, Jalur curam di beberapa titik","Penginapan sederhana, Pos pendakian lengkap, Pusat informasi","Akses sulit, perlu off-road",Pemandangan kota,Kemarau,2.6
2061,Arjuno,Malang,3339,Sulit,Tidak,3,600000,3,Ya,Gurun pasir,Jalur berpasir vulkanik,Petugas siaga,Membutuhkan ojek lokal,Savana,Musim Kemarau Awal,4.2
2062,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,1,250000,2,Tidak,Kawah belerang,Jalur aman dan terpelihara,Penyewaan alat camping,Membutuhkan ojek lokal,Sunset view,Kemarau,3.3
2063,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,150000,2,Tidak,"Peninggalan sejarah, Gurun pasir, Matahari terbit",Tangga alami,Basecamp dasar,Jalur pedesaan yang sempit,Pemandangan pegunungan,Hindari Musim Hujan,2.6
2064,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,750000,3,Tergantung Musim,"Jalur utama, Situs purbakala","Jalur landai, Hutan lebat dan lembab, Jalur berlumpur","Petugas siaga, Area parkir",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Musim Semi,3.8
2065,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,250000,3,Tidak,Jalur menantang,"Jalur curam di beberapa titik, Melintasi padang edelweis","Area camping, Area parkir","Akses sulit, perlu off-road",Pemandangan kota,Sepanjang Tahun,2.6
2066,Baluran,Situbondo,1247,Mudah,Ya,1,250000,2,Tidak,"Air terjun tersembunyi, Lautan pasir","Jalur panjang dan melelahkan, Melintasi padang edelweis, Melintasi jalur rel kereta api tua","Toilet, Pos pendakian lengkap, Petugas siaga",Jalur pedesaan yang sempit,Sunset view,Sepanjang Tahun,3.2
2067,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,4,900000,5,Tidak,Kawah belerang,"Tanjakan terjal, Beberapa tanjakan curam","Area parkir, Petugas siaga, Warung","Akses sulit, perlu off-road",Hutan hijau lebat,Hindari Musim Hujan,4.0
2068,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,750000,4,Tergantung Musim,"Hutan pinus, Panorama kota, Gurun pasir","Tangga alami, Melewati sungai kecil, Mendaki punggungan bukit",Shelter,Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Kemarau Awal,3.4
2069,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,400000,3,Ya,"Pemandangan sunrise, Kawah vulkanik",Tangga alami,"Penginapan sederhana, Mushola",Dekat jalan raya utama,Pemandangan danau,Sepanjang Tahun,2.8
2070,Ijen,Banyuwangi,2386,Mudah,Ya,1,300000,3,Tidak,Kawah aktif,"Melintasi padang edelweis, Jalur curam di beberapa titik, Variasi medan dataran rendah",Area camping,Jalur pedesaan yang sempit,Pemandangan kota,Musim Kemarau Awal,4.6
2071,Blorobrubuh,Mojokerto,2282,Sedang,Ya,2,350000,3,Tergantung Musim,Pemandangan kota dari ketinggian,"Trek berbatu, Jalur curam di beberapa titik, Banyak bonus pemandangan",Area camping,Jalur pedesaan yang sempit,Savana,Hindari Musim Hujan,3.1
2072,Semeru,Malang; Lumajang,3676,Sangat Sulit,Tidak,4,1500000,6,Tidak,"Air terjun tersembunyi, Pemandangan kota dari ketinggian, Danau kawah","Trek berbatu, Jalur aman dan terpelihara","Area parkir, Area camping, Basecamp dasar",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Kemarau Awal,4.7
2073,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,750000,4,Ya,"Pemandangan kawah, Hutan hujan tropis, Desa adat","Jalur licin saat hujan, Jalur curam di beberapa titik, Area padang rumput",Pos pendakian lengkap,Membutuhkan ojek lokal,Pemandangan laut,Hindari Musim Hujan,4.6
2074,Argoyayang,Jombang; Malang,2162,Sedang,Ya,2,350000,4,Tergantung Musim,"Kawah aktif, Budaya lokal kental, Hutan lebat","Mendaki punggungan bukit, Tanjakan terjal, Melintasi padang edelweis",Basecamp dasar,Mudah dijangkau kendaraan umum,Pemandangan kota,Hindari Musim Hujan,2.5
2075,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,600000,3,Ya,"Padang savana luas, Gurun pasir","Jalur curam di beberapa titik, Jalur berpasir vulkanik, Banyak bonus pemandangan",Area camping,Membutuhkan ojek lokal,Pemandangan perkebunan,Kemarau,4.4
2076,Ijen,Banyuwangi,2386,Mudah,Ya,2,150000,2,Tidak,"Pemandangan sunrise, Air terjun alami, City lights","Hutan lebat dan lembab, Mendaki punggungan bukit","Area camping, Warung, Penyewaan alat camping",Dekat jalan raya utama,Pemandangan danau,Hindari Musim Hujan,4.5
2077,Argoyayang,Jombang; Malang,2162,Sedang,Ya,1,250000,2,Tidak,"Ranu Kumbolo, Kawah belerang",Jalur berlumpur,Penyewaan alat camping,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Kemarau,2.7
2078,Kawi,Malang,2551,Sedang,Ya,2,250000,2,Tidak,"Hutan hujan tropis, Banyak air terjun kecil","Medan berbatu, Mendaki punggungan bukit","Penyewaan alat camping, Basecamp dasar",Mudah dijangkau kendaraan umum,Pemandangan laut,Sepanjang Tahun,4.4
2079,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,5,1000000,6,Tidak,"Panorama kota, Padang savana luas","Medan terbuka tanpa naungan, Jalur panjang dan melelahkan","Penginapan sederhana, Jasa porter, Penyewaan alat camping",Jalur pedesaan yang sempit,Sunset view,Hindari Musim Hujan,4.2
2080,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,1,450000,3,Tergantung Musim,"Banyak air terjun kecil, Pasir vulkanik, Candi kuno","Tangga alami, Area padang rumput, Melintasi jalur rel kereta api tua","Basecamp dasar, Area parkir, Pusat informasi",Dekat jalan raya utama,Pemandangan kawah,Kemarau,3.8
2081,Raung,Bondowoso; Jember; Banyuwangi,3244,Sangat Sulit,Tidak,4,1000000,7,Tidak,"Pemandangan kawah, Banyak air terjun kecil, Hutan pinus",Jalur panjang dan melelahkan,"Penyewaan alat camping, Petugas siaga",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Musim Kemarau Awal,4.7
2082,Kelud,Kediri; Blitar; Malang,1731,Sedang,Tidak,2,350000,3,Tergantung Musim,"Kawah belerang, Candi kuno",Tangga alami,"Toilet, Jasa porter",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Musim Semi,4.4
2083,Ijen,Banyuwangi,2386,Sedang,Ya,1,250000,4,Tidak,"Candi kuno, Pemandangan kota dari ketinggian, Kawah belerang","Hutan lebat dan lembab, Jalur panjang dan melelahkan, Tangga alami",Penginapan sederhana,"Akses sulit, perlu off-road",Pemandangan kota,Kemarau,5.0
2084,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,1,450000,2,Tidak,"Jalur populer, Puncak ikonik, Banyak air terjun kecil","Mendaki punggungan bukit, Variasi medan dataran rendah","Area camping, Jasa porter",Jalur pedesaan yang sempit,Pemandangan kawah,Hindari Musim Hujan,4.1
2085,Pandan,Bojonegoro; Madiun; Nganjuk,903,Sangat Mudah,Tidak,1,150000,0,Tidak,"Adat istiadat unik, Kawah belerang, Air terjun alami","Jalur panjang dan melelahkan, Jalur landai","Area parkir, Pusat informasi, Toilet",Dekat jalan raya utama,Pemandangan laut,Musim Kemarau Awal,2.7
2086,Blorobrubuh,Mojokerto,2282,Sedang,Ya,1,450000,4,Tidak,Hutan pinus,"Variasi medan dataran rendah, Jalur landai","Penyewaan alat camping, Warung","Akses sulit, perlu off-road",Pemandangan kota,Musim Kemarau Awal,3.0
2087,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,3,600000,3,Tergantung Musim,Jalur menantang,"Variasi medan dataran rendah, Trek berbatu","Area camping, Pusat informasi, Penginapan sederhana",Membutuhkan kendaraan pribadi,Pemandangan kawah,Sepanjang Tahun,3.6
2088,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,400000,5,Tergantung Musim,Hutan hujan tropis,"Jalur curam di beberapa titik, Medan terbuka tanpa naungan, Trek berbatu","Warung, Area parkir",Jalur pedesaan yang sempit,Savana,Musim Kemarau Awal,2.9
2089,Lawu,Magetan,3265,Sangat Sulit,Tidak,3,1500000,5,Tidak,Matahari terbit,"Melewati sungai kecil, Variasi medan dataran rendah, Area padang rumput",Warung,Membutuhkan kendaraan pribadi,Sunset view,Musim Kemarau Awal,4.3
2090,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,2,250000,3,Tidak,"Hutan lebat, Savana hijau, Candi kuno","Jalur panjang dan melelahkan, Melewati sungai kecil, Hutan lebat dan lembab","Penginapan sederhana, Warung","Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,3.9
2091,Argoyayang,Jombang; Malang,2162,Sedang,Ya,2,250000,3,Tidak,Matahari terbit,"Hutan lebat dan lembab, Melintasi jalur rel kereta api tua, Medan terbuka tanpa naungan","Basecamp dasar, Area parkir, Warung","Akses sulit, perlu off-road",Sunset view,Musim Semi,3.2
2092,Kelud,Kediri; Blitar; Malang,1731,Sedang,Tidak,1,350000,4,Tidak,Banyak air terjun kecil,"Jalur berlumpur, Melintasi padang edelweis","Petugas siaga, Area parkir",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Kemarau Awal,4.6
2093,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,750000,5,Ya,"Jalur populer, Pemandangan sunrise","Medan terbuka tanpa naungan, Jalur panjang dan melelahkan, Area padang rumput","Warung, Mushola",Jalur pedesaan yang sempit,Sunset view,Sepanjang Tahun,3.1
2094,Baluran,Situbondo,1247,Mudah,Ya,1,150000,1,Tidak,Hutan hujan tropis,"Jalur aman dan terpelihara, Medan terbuka tanpa naungan, Melintasi jalur rel kereta api tua",Toilet,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Musim Semi,3.9
2095,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,300000,2,Tidak,Pemandangan sunrise,"Hutan lebat dan lembab, Melewati sungai kecil, Jalur landai","Area parkir, Shelter",Membutuhkan ojek lokal,Pemandangan pegunungan,Sepanjang Tahun,2.9
2096,Betiri,Jember; Banyuwangi,1233,Sangat Mudah,Tidak,1,100000,0,Tidak,"Puncak kembar, Pemandangan sunrise","Area padang rumput, Jalur curam di beberapa titik, Melintasi jalur rel kereta api tua","Mushola, Sumber air, Area parkir",Membutuhkan ojek lokal,Savana,Musim Semi,2.4
2097,Arjuno,Malang,3339,Sangat Sulit,Tidak,3,1500000,6,Tidak,"Adat istiadat unik, Savana hijau","Melintasi padang edelweis, Banyak bonus pemandangan","Area parkir, Basecamp dasar",Membutuhkan kendaraan pribadi,Sunset view,Musim Kemarau Awal,3.9
2098,Pandan,Bojonegoro; Madiun; Nganjuk,903,Sangat Mudah,Tidak,1,100000,2,Tidak,"Bukit savana, Jalur menantang",Jalur berpasir vulkanik,"Penginapan sederhana, Area parkir, Shelter",Membutuhkan ojek lokal,Hutan hijau lebat,Musim Semi,2.5
2099,Butak,Malang; Blitar,2868,Sulit,Tidak,2,600000,3,Tergantung Musim,Spot sunrise terbaik,Melintasi padang edelweis,"Petugas siaga, Mushola","Akses sulit, perlu off-road",Pemandangan pegunungan,Sepanjang Tahun,3.8
2100,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,250000,2,Tergantung Musim,"Puncak tertinggi, Danau indah, Kawah vulkanik","Medan terbuka tanpa naungan, Tangga alami","Penyewaan alat camping, Toilet, Pos pendakian lengkap",Membutuhkan ojek lokal,Pemandangan kota,Musim Kemarau Awal,3.6
2101,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,2,300000,1,Tidak,"Kawah aktif, Air terjun alami, Panorama kota",Jalur curam di beberapa titik,Penyewaan alat camping,Mudah dijangkau kendaraan umum,Pemandangan kota,Musim Kemarau Awal,3.9
2102,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,1,250000,3,Tidak,Savana hijau,"Jalur aman dan terpelihara, Medan berbatu",Toilet,Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,3.7
2103,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,5,1000000,7,Tidak,"Hutan pinus, Ranu Kumbolo, Matahari terbit","Jalur berlumpur, Hutan lebat dan lembab, Melewati sungai kecil","Penginapan sederhana, Area camping",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Semi,4.2
2104,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,350000,3,Tergantung Musim,"Flora dan fauna unik, Kawah aktif, Spot sunrise terbaik",Trek berbatu,"Mushola, Pos pendakian lengkap",Membutuhkan kendaraan pribadi,Pemandangan laut,Hindari Musim Hujan,4.3
2105,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sangat Sulit,Tidak,3,700000,7,Tidak,Padang savana luas,"Medan berbatu, Melewati sungai kecil, Hutan lebat dan lembab",Area camping,Dekat jalan raya utama,Hutan hijau lebat,Kemarau,3.8
2106,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,250000,2,Tidak,Pemandangan kota dari ketinggian,Melewati sungai kecil,"Area parkir, Basecamp dasar",Dekat jalan raya utama,Pemandangan kawah,Musim Semi,2.6
2107,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,3,600000,4,Tergantung Musim,"Situs purbakala, Banyak air terjun kecil, Pemandangan kota dari ketinggian","Banyak bonus pemandangan, Jalur panjang dan melelahkan","Pusat informasi, Jasa porter",Dekat jalan raya utama,Pemandangan danau,Sepanjang Tahun,3.6
2108,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,2,300000,3,Tidak,Danau alami,"Jalur landai, Jalur licin saat hujan, Jalur aman dan terpelihara",Sumber air,"Akses sulit, perlu off-road",Pemandangan kawah,Musim Semi,3.2
2109,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,1,350000,3,Tergantung Musim,Pemandangan kawah,Jalur panjang dan melelahkan,"Toilet, Area camping",Dekat jalan raya utama,Savana,Sepanjang Tahun,2.8
2110,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,1,450000,3,Tidak,"Air terjun alami, Padang savana luas, City lights",Jalur landai,"Pusat informasi, Area parkir",Dekat jalan raya utama,Pemandangan kota,Musim Semi,3.8
2111,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,2,450000,3,Tergantung Musim,"Danau kawah, Desa adat, Air terjun tersembunyi","Jalur berpasir vulkanik, Mendaki punggungan bukit, Jalur berlumpur","Warung, Toilet, Mushola",Dekat jalan raya utama,Sunset view,Sepanjang Tahun,4.6
2112,Arjuno,Malang,3339,Sangat Sulit,Tidak,3,900000,7,Tidak,"Spot sunrise terbaik, Hutan lebat, Situs purbakala","Melintasi jalur rel kereta api tua, Jalur licin saat hujan, Hutan lebat dan lembab",Mushola,Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Musim Kemarau Awal,4.7
2113,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,600000,5,Tergantung Musim,"Hamparan savana, Puncak kembar, Panorama kota",Jalur licin saat hujan,"Shelter, Jasa porter, Basecamp dasar",Membutuhkan ojek lokal,Pemandangan perkebunan,Musim Kemarau Awal,4.8
2114,Lawu,Magetan,3265,Sulit,Tidak,3,400000,3,Ya,"Pemandangan kawah, Hutan hujan tropis",Beberapa tanjakan curam,"Mushola, Area parkir",Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Kemarau Awal,5.0
2115,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,200000,2,Tidak,"Hutan pinus, Situs purbakala","Variasi medan dataran rendah, Tanjakan terjal","Basecamp dasar, Area parkir",Membutuhkan ojek lokal,Sunset view,Musim Semi,2.8
2116,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,150000,2,Tidak,"Panorama kota, Jalur menantang, Desa adat",Jalur berlumpur,"Area camping, Warung",Mudah dijangkau kendaraan umum,Pemandangan danau,Sepanjang Tahun,2.6
2117,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,400000,4,Ya,"Adat istiadat unik, Banyak air terjun kecil, Pemandangan sunrise","Jalur berpasir vulkanik, Jalur licin saat hujan, Hutan lebat dan lembab",Mushola,"Akses sulit, perlu off-road",Pemandangan danau,Kemarau,3.4
2118,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,2,400000,3,Tergantung Musim,"Situs purbakala, Air terjun tersembunyi",Jalur berlumpur,Basecamp dasar,Jalur pedesaan yang sempit,Savana,Hindari Musim Hujan,3.4
2119,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,2,150000,2,Tidak,Pemandangan kawah,Hutan lebat dan lembab,Sumber air,Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Semi,3.8
2120,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,200000,0,Tidak,Savana hijau,Melewati sungai kecil,"Mushola, Area parkir, Toilet",Dekat jalan raya utama,Sunset view,Sepanjang Tahun,3.1
2121,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,300000,2,Tidak,"Spot sunrise terbaik, Situs purbakala, Hamparan savana","Melintasi jalur rel kereta api tua, Tanjakan terjal, Melintasi padang edelweis","Pos pendakian lengkap, Warung",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Kemarau,5.0
2122,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,250000,2,Tidak,"Pasir vulkanik, Pemandangan kota dari ketinggian, Puncak tertinggi","Mendaki punggungan bukit, Melewati sungai kecil, Jalur curam di beberapa titik",Penyewaan alat camping,Membutuhkan kendaraan pribadi,Pemandangan danau,Hindari Musim Hujan,3.8
2123,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,400000,3,Tergantung Musim,Pemandangan sunrise,Melintasi jalur rel kereta api tua,"Mushola, Penyewaan alat camping, Area camping",Jalur pedesaan yang sempit,Pemandangan perkebunan,Musim Kemarau Awal,4.9
2124,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,450000,2,Tidak,"Peninggalan sejarah, Air terjun alami, Jalur populer","Mendaki punggungan bukit, Jalur berpasir vulkanik","Toilet, Penginapan sederhana",Jalur pedesaan yang sempit,Pemandangan pegunungan,Musim Kemarau Awal,4.5
2125,Kawi,Malang,2551,Sulit,Tidak,3,400000,3,Tergantung Musim,"City lights, Adat istiadat unik, Puncak ikonik","Mendaki punggungan bukit, Jalur curam di beberapa titik","Jasa porter, Basecamp dasar",Jalur pedesaan yang sempit,Pemandangan kota,Musim Semi,4.2
2126,Baluran,Situbondo,1247,Mudah,Ya,1,150000,1,Tidak,"Banyak air terjun kecil, Hutan hujan tropis, Ranu Kumbolo","Medan terbuka tanpa naungan, Jalur curam di beberapa titik","Jasa porter, Pos pendakian lengkap, Petugas siaga",Dekat jalan raya utama,Savana,Hindari Musim Hujan,3.7
2127,Lawu,Magetan,3265,Sangat Sulit,Tidak,5,700000,4,Tidak,"Bukit savana, Gurun pasir","Hutan lebat dan lembab, Medan terbuka tanpa naungan",Toilet,Membutuhkan ojek lokal,Hutan hijau lebat,Musim Semi,4.8
2128,Arjuno,Malang,3339,Sangat Sulit,Tidak,4,1500000,5,Tidak,"City lights, Jalur menantang, Savana hijau",Melintasi padang edelweis,Jasa porter,Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Sepanjang Tahun,4.4
2129,Panderman,Batu,2045,Sedang,Tidak,2,350000,2,Tidak,Hutan lebat,"Jalur curam di beberapa titik, Jalur berlumpur, Jalur berpasir vulkanik",Sumber air,"Akses sulit, perlu off-road",Sunset view,Musim Kemarau Awal,3.9
2130,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,300000,3,Tidak,"Air terjun tersembunyi, Hamparan savana, Spot sunrise terbaik",Melewati sungai kecil,Petugas siaga,Dekat jalan raya utama,Pemandangan perkebunan,Hindari Musim Hujan,2.9
2131,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,600000,5,Ya,"Hutan hujan tropis, Danau alami, Candi kuno",Medan terbuka tanpa naungan,Area parkir,"Akses sulit, perlu off-road",Pemandangan kota,Kemarau,4.2
2132,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,200000,0,Tidak,"Desa adat, Pemandangan kota dari ketinggian",Jalur licin saat hujan,"Area camping, Toilet, Sumber air",Membutuhkan ojek lokal,Pemandangan kota,Musim Kemarau Awal,2.5
2133,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,200000,2,Tidak,"Hutan hujan tropis, Lautan pasir, Budaya lokal kental","Variasi medan dataran rendah, Melewati sungai kecil, Trek berbatu","Petugas siaga, Toilet",Membutuhkan ojek lokal,Pemandangan danau,Musim Kemarau Awal,2.7
2134,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,250000,2,Tidak,"Panorama kota, Kawah aktif, Peninggalan sejarah","Jalur aman dan terpelihara, Melewati sungai kecil, Banyak bonus pemandangan",Pos pendakian lengkap,Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Musim Kemarau Awal,2.7
2135,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,600000,3,Ya,"Artefak kuno, Pasir vulkanik","Jalur curam di beberapa titik, Melewati sungai kecil",Area camping,Membutuhkan kendaraan pribadi,Sunset view,Sepanjang Tahun,4.5
2136,Betiri,Jember; Banyuwangi,1233,Sangat Mudah,Tidak,1,100000,1,Tidak,"Pasir vulkanik, Pemandangan sunrise","Melewati sungai kecil, Jalur aman dan terpelihara","Sumber air, Pusat informasi",Dekat jalan raya utama,Pemandangan kota,Sepanjang Tahun,2.9
2137,Butak,Malang; Blitar,2868,Sulit,Tidak,3,750000,4,Ya,"Danau indah, Pemandangan kawah, Air terjun alami","Tanjakan terjal, Trek berbatu","Jasa porter, Area parkir",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Kemarau Awal,3.6
2138,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,150000,1,Tidak,"Desa adat, Hutan lebat, Danau kawah","Tanjakan terjal, Melintasi padang edelweis","Pos pendakian lengkap, Sumber air, Penyewaan alat camping",Jalur pedesaan yang sempit,Pemandangan pegunungan,Musim Semi,4.7
2139,Panderman,Batu,2045,Sedang,Ya,2,350000,3,Tidak,"Lautan pasir, Kawah aktif","Tanjakan terjal, Jalur berpasir vulkanik","Pusat informasi, Warung",Dekat jalan raya utama,Savana,Musim Kemarau Awal,3.4
2140,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,600000,4,Ya,Puncak ikonik,"Jalur panjang dan melelahkan, Banyak bonus pemandangan, Melewati sungai kecil",Sumber air,Membutuhkan kendaraan pribadi,Savana,Hindari Musim Hujan,2.8
